rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
466,5500,Media & Entertainment,James Chambers,65.0,United States,Palisades,"Media, automotive",Media & Entertainment,United States,,False,U,M,4/12/1957 0:00,Chambers,James,,11/10/2023,New York,Northeast,1958.0,4.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466,5500,Technology,Pierre Chen,66.0,Taiwan,Taipei,Electronics,Technology,Taiwan,,True,U,M,9/28/1956 0:00,Chen,Pierre,,23/03/2023,,,1957.0,9.0,28.0,,,,,,,,,,,
466,5500,Technology,John Collison,32.0,United States,San Francisco,Payments software,Technology,Ireland,Stripe,True,D,M,8/6/1990 0:00,Collison,John,Cofounder,04/02/2023,California,West,1991.0,8.0,6.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466,5500,Technology,Patrick Collison,34.0,United States,San Francisco,Payment software,Technology,Ireland,Stripe,True,D,M,9/9/1988 0:00,Collison,Patrick,Cofounder,14/04/2023,California,West,1989.0,9.0,9.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466,5500,Manufacturing,Archie Aldis Emmerson & family,93.0,United States,Redding,"Timberland, lumber mills",Manufacturing,United States,,True,U,M,4/10/1929 0:00,Emmerson,Archie Aldis,,28/07/2023,California,West,1930.0,4.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466,5500,Automotive,Piero Ferrari,77.0,Italy,Modena,Automobiles,Automotive,Italy,,False,U,M,5/22/1945 0:00,Ferrari,Piero,,27/06/2023,,,1946.0,5.0,22.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
466,5500,Automotive,Dan Friedkin,58.0,United States,Houston,Toyota dealerships,Automotive,United States,Gulf States Toyota,False,U,M,2/27/1965 0:00,Friedkin,Dan,owner and ceo,18/07/2023,Texas,South,1965.0,2.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466,5500,Diversified,James Irving,95.0,Canada,Saint John,Diversified,Diversified,Canada,,False,U,M,3/20/1928 0:00,Irving,James,,25/09/2023,,,1928.0,3.0,20.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
466,5500,Manufacturing,Jiang Weiping & family,68.0,China,Chengdu,Chemicals,Manufacturing,China,,True,D,M,3/1/1955 0:00,Jiang,Weiping,,14/10/2023,,,1955.0,3.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
466,5500,Healthcare,Wolfgang Marguerre & family,81.0,Germany,Heidelberg,Pharmaceuticals,Healthcare,Germany,,True,U,M,6/4/1941 0:00,Marguerre,Wolfgang,,11/09/2023,,,1942.0,6.0,4.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
466,5500,Finance & Investments,Ludwig Merckle,58.0,Germany,Ulm,Pharmaceuticals,Finance & Investments,Germany,,False,D,M,1/1/1965 0:00,Merckle,Ludwig,,21/06/2023,,,1965.0,1.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
466,5500,Manufacturing,Mitchell Rales,66.0,United States,Potomac,"Manufacturing, investments",Manufacturing,United States,,True,D,M,8/21/1956 0:00,Rales,Mitchell,,11/06/2023,Maryland,South,1957.0,8.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466,5500,Media & Entertainment,Katharine Rayner,78.0,United States,East Hampton,"Media, automotive",Media & Entertainment,United States,,False,U,F,1/12/1945 0:00,Rayner,Katharine,,25/07/2023,New York,Northeast,1945.0,1.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466,5500,Finance & Investments,Jean Salata,57.0,Hong Kong,Hong Kong,Finance,Finance & Investments,Chile,,True,U,M,12/1/1965 0:00,Salata,Jean,,13/09/2023,,,1966.0,12.0,1.0,,,,,,,,,,,
466,5500,Finance & Investments,Paul Singer,78.0,United States,New York,Hedge funds,Finance & Investments,United States,Elliott Management,True,U,M,8/22/1944 0:00,Singer,Paul,Investor,17/04/2023,New York,Northeast,1945.0,8.0,22.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466,5500,Healthcare,Sergio Stevanato & family,80.0,Italy,Venice,Medical packaging,Healthcare,Italy,,True,U,M,3/20/1943 0:00,Stevanato,Sergio,,29/04/2023,,,1943.0,3.0,20.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
466,5500,Media & Entertainment,Margaretta Taylor,80.0,United States,Southampton,"Media, automotive",Media & Entertainment,United States,,False,U,F,4/15/1942 0:00,Taylor,Margaretta,,11/06/2023,New York,Northeast,1943.0,4.0,15.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466,5500,Technology,Richard White,68.0,Australia,Sydney,Software,Technology,Australia,,True,U,M,4/1/1955 0:00,White,Richard,,20/08/2023,,,1955.0,4.0,1.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
466,5500,Diversified,Zhao Yan,56.0,China,Beijing,Biotech,Diversified,China,,True,D,F,1/1/1967 0:00,Zhao,Yan,,05/04/2023,,,1967.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
486,5400,Fashion & Retail,Patrizio Bertelli,77.0,Italy,Milan,Luxury goods,Fashion & Retail,Italy,,True,U,M,1/1/1946 0:00,Bertelli,Patrizio,,15/09/2023,,,1946.0,1.0,1.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
486,5400,Manufacturing,Mahendra Choksi & family,81.0,India,Mumbai,Paints,Manufacturing,India,,False,D,M,4/19/1941 0:00,Choksi,Mahendra,,20/07/2023,,,1942.0,4.0,19.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
486,5400,Finance & Investments,Mat Ishbia,43.0,United States,Bloomfield Hills,Mortgage lender,Finance & Investments,United States,,False,U,M,1/6/1980 0:00,Ishbia,Mat,,04/09/2023,Michigan,Midwest,1980.0,1.0,6.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
486,5400,Technology,Leo Koguan,68.0,Singapore,Singapore,IT provider,Technology,United States,,True,D,M,2/15/1955 0:00,Koguan,Leo,,27/04/2023,,,1955.0,2.0,15.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
486,5400,Diversified,Miao Hangen,58.0,China,Suzhou,"Textiles, petrochemicals",Diversified,China,,True,D,M,1/1/1965 0:00,Miao,Hangen,,30/09/2023,,,1965.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
486,5400,Manufacturing,Michael Pieper,77.0,Switzerland,Lucerne,Kitchen appliances,Manufacturing,Switzerland,Artemis Real Estate Partners,True,U,M,2/5/1946 0:00,Pieper,Michael,CEO of Artemis Group,22/07/2023,,,1946.0,2.0,5.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
486,5400,Fashion & Retail,Miuccia Prada,73.0,Italy,Milan,Luxury goods,Fashion & Retail,Italy,Prada,False,U,F,5/10/1949 0:00,Prada,Miuccia,"CEO, Fashion Designer",09/03/2023,,,1950.0,5.0,10.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
486,5400,Fashion & Retail,Wolfgang Reimann,70.0,Germany,Passau,Consumer goods,Fashion & Retail,Germany,,False,D,M,10/4/1952 0:00,Reimann,Wolfgang,,27/05/2023,,,1953.0,10.0,4.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
486,5400,Fashion & Retail,Matthias Reimann-Andersen,58.0,Germany,Munich,Consumer goods,Fashion & Retail,Germany,,False,D,M,3/30/1965 0:00,Reimann-Andersen,Matthias,,13/05/2023,,,1965.0,3.0,30.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
486,5400,Fashion & Retail,Stefan Reimann-Andersen,59.0,Austria,Vienna,Consumer goods,Fashion & Retail,Germany,,False,D,M,7/13/1963 0:00,Reimann-Andersen,Stefan,,10/03/2023,,,1964.0,7.0,13.0,118.06,1.5,"$446,314,739,528 ",85.1,103.1,81.6,25.4,51.4,8877067.0,47.516231,14.550072
486,5400,Fashion & Retail,Renate Reimann-Haas,71.0,Austria,Vienna,Consumer goods,Fashion & Retail,Germany,,False,D,F,10/8/1951 0:00,Reimann-Haas,Renate,,10/04/2023,,,1952.0,10.0,8.0,118.06,1.5,"$446,314,739,528 ",85.1,103.1,81.6,25.4,51.4,8877067.0,47.516231,14.550072
497,5300,Finance & Investments,Todd Boehly,49.0,United States,Darien,Finance,Finance & Investments,United States,,True,U,M,9/20/1973 0:00,Boehly,Todd,,17/04/2023,Connecticut,Northeast,1974.0,9.0,20.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
497,5300,Real Estate,Rick Caruso,64.0,United States,Los Angeles,Real estate,Real Estate,United States,,True,U,M,1/7/1959 0:00,Caruso,Rick,,13/04/2023,California,West,1959.0,1.0,7.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
497,5300,Manufacturing,Ibrahim Erdemoglu,60.0,Turkey,Istanbul,Carpet,Manufacturing,Turkey,,True,U,M,9/26/1962 0:00,Erdemoglu,Ibrahim,,13/05/2023,,,1963.0,9.0,26.0,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
497,5300,Finance & Investments,Elizabeth Johnson,59.0,United States,Boston,Fidelity,Finance & Investments,United States,,False,U,F,5/7/1963 0:00,Johnson,Elizabeth,,15/10/2023,Massachusetts,Northeast,1964.0,5.0,7.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
497,5300,Finance & Investments,Douglas Leone,65.0,United States,Atherton,Venture capital,Finance & Investments,United States,Sequoia,True,D,M,7/4/1957 0:00,Leone,Douglas,Global Managing Partner,27/07/2023,California,West,1958.0,7.0,4.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
497,5300,Diversified,Prajogo Pangestu,78.0,Indonesia,Jakarta,Petrochemicals,Diversified,Indonesia,,False,D,M,5/13/1944 0:00,Pangestu,Prajogo,,14/10/2023,,,1945.0,5.0,13.0,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
497,5300,Finance & Investments,Thomas Pritzker,72.0,United States,Chicago,"Hotels, investments",Finance & Investments,United States,Hyatt Hotels,False,U,M,6/6/1950 0:00,Pritzker,Thomas,Executive Chairman,12/04/2023,Illinois,Midwest,1951.0,6.0,6.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
497,5300,Food & Beverage,Lynda Resnick,80.0,United States,Beverly Hills,Agriculture,Food & Beverage,United States,,True,Split Family Fortune,F,1/2/1943 0:00,Resnick,Lynda,,12/07/2023,California,West,1943.0,1.0,2.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
497,5300,Food & Beverage,Stewart Resnick,86.0,United States,Beverly Hills,Agriculture,Food & Beverage,United States,,True,Split Family Fortune,M,12/24/1936 0:00,Resnick,Stewart,,14/04/2023,California,West,1937.0,12.0,24.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
497,5300,Service,Gary Rollins,78.0,United States,Atlanta,Pest control,Service,United States,,False,E,M,8/30/1944 0:00,Rollins,Gary,,27/09/2023,Georgia,South,1945.0,8.0,30.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
497,5300,Finance & Investments,Mark Walter,62.0,United States,Chicago,"Finance, asset management",Finance & Investments,United States,Guggenheim Partners LLC,True,U,M,5/22/1960 0:00,Walter,Mark,CEO,27/01/2023,Illinois,Midwest,1961.0,5.0,22.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
497,5300,Manufacturing,Ronald Wanek,81.0,United States,Saint Petersburg,Furniture,Manufacturing,United States,,True,D,M,5/19/1941 0:00,Wanek,Ronald,,20/03/2023,Florida,South,1942.0,5.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
497,5300,Food & Beverage,Erich Wesjohann & family,77.0,Germany,Visbek,Poultry genetics,Food & Beverage,Germany,,True,D,M,6/2/1945 0:00,Wesjohann,Erich,,05/02/2023,,,1946.0,6.0,2.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
497,5300,Fashion & Retail,M.A. Yusuff Ali,67.0,United Arab Emirates,Abu Dhabi,Retail,Fashion & Retail,India,,True,D,M,11/15/1955 0:00,Yusuff Ali,M.A.,,01/10/2023,,,1956.0,11.0,15.0,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
511,5200,Finance & Investments,Alexandre Behring,56.0,United States,Greenwich,Investments,Finance & Investments,Brazil,,True,U,M,2/20/1967 0:00,Behring,Alexandre,,04/04/2023,Connecticut,Northeast,1967.0,2.0,20.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
511,5200,Food & Beverage,Cheng Xue,53.0,China,Foshan,Soy sauce,Food & Beverage,China,,True,D,F,2/26/1970 0:00,Cheng,Xue,,04/03/2023,,,1970.0,2.0,26.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
511,5200,Real Estate,Robert Faith,59.0,United States,Charleston,Real estate management,Real Estate,United States,,True,N,M,10/3/1963 0:00,Faith,Robert,,05/07/2023,South Carolina,South,1964.0,10.0,3.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
511,5200,Fashion & Retail,Gao Dekang & family,71.0,China,Changshu,Apparel,Fashion & Retail,China,,True,U,M,2/1/1952 0:00,Gao,Dekang,,08/08/2023,,,1952.0,2.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
511,5200,Fashion & Retail,Micky Jagtiani,71.0,United Arab Emirates,Dubai,Retail,Fashion & Retail,India,,False,U,M,9/28/1951 0:00,Jagtiani,Micky,,06/05/2023,,,1952.0,9.0,28.0,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
511,5200,Telecom,Ananda Krishnan,85.0,Malaysia,Kuala Lumpur,"Telecoms, media, oil-services",Telecom,Malaysia,,True,D,M,4/1/1938 0:00,Krishnan,Ananda,,15/08/2023,,,1938.0,4.0,1.0,121.46,0.7,"$364,701,517,788 ",45.1,105.3,76.0,12.0,38.7,32447385.0,4.210484,101.975766
511,5200,Technology,Barry Lam,73.0,Taiwan,Taipei,Electronics,Technology,Taiwan,,True,D,M,4/24/1949 0:00,Lam,Barry,,19/09/2023,,,1950.0,4.0,24.0,,,,,,,,,,,
511,5200,Food & Beverage,"Robert Rich, Jr.",82.0,United States,Islamorada,Frozen foods,Food & Beverage,United States,,False,U,M,1/25/1941 0:00,Rich,Robert,,03/02/2023,Florida,South,1941.0,1.0,25.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
511,5200,Gambling & Casinos,Mark Scheinberg,49.0,United Kingdom,Isle of Man,Online gambling,Gambling & Casinos,Canada,,True,D,M,12/27/1973 0:00,Scheinberg,Mark,,08/04/2023,,,1974.0,12.0,27.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
511,5200,Technology,Charles Simonyi,74.0,United States,Medina,Microsoft,Technology,United States,,True,D,M,9/10/1948 0:00,Simonyi,Charles,,16/01/2023,Washington,West,1949.0,9.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
511,5200,Real Estate,Ty Warner,78.0,United States,Oak Brook,"Plush toys, real estate",Real Estate,United States,,True,U,M,9/3/1944 0:00,Warner,Ty,,24/02/2023,Illinois,Midwest,1945.0,9.0,3.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
511,5200,Real Estate,Sam Zell,81.0,United States,Chicago,"Real estate, private equity",Real Estate,United States,,True,D,M,9/28/1941 0:00,Zell,Sam,,26/01/2023,Illinois,,1942.0,9.0,28.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
523,5100,Manufacturing,Fang Wei,49.0,China,Beijing,Steel,Manufacturing,China,,True,U,M,9/4/1973 0:00,Fang,Wei,,23/08/2023,,,1974.0,9.0,4.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
523,5100,Finance & Investments,Rekha Jhunjhunwala,59.0,India,Mumbai,Investments,Finance & Investments,India,,False,N,F,9/12/1963 0:00,Jhunjhunwala,Rekha,,17/04/2023 01:46,,,1964.0,9.0,12.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
523,5100,Finance & Investments,Charles B. Johnson,90.0,United States,Palm Beach,Franklin Templeton,Finance & Investments,United States,Franklin Resources Inc.,False,E,M,1/6/1933 0:00,Johnson,Charles B.,Former Chairman and CEO,20/04/2023,Florida,South,1933.0,1.0,6.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
523,5100,Media & Entertainment,Kwon Hyuk-bin,49.0,South Korea,Seoul,Online games,Media & Entertainment,South Korea,Smilegate Holdings,True,D,M,1/1/1974 0:00,Kwon,Hyuk-bin,,19/06/2023,,,1974.0,1.0,1.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
523,5100,Finance & Investments,Sami Mnaymneh,61.0,United States,Miami Beach,Private equity,Finance & Investments,United States,,True,U,M,7/13/1961 0:00,Mnaymneh,Sami,,25/01/2023,Florida,South,1962.0,7.0,13.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
523,5100,Logistics,Kjell Inge Rokke,64.0,Norway,Vettre,"Shipping, seafood",Logistics,Norway,,True,D,M,10/25/1958 0:00,Rokke,Kjell Inge,,03/04/2023,,,1959.0,10.0,25.0,120.27,2.2,"$403,336,363,636 ",82.0,100.3,82.8,23.9,36.2,5347896.0,60.472024,8.468946
523,5100,Finance & Investments,Tony Tamer,65.0,United States,New York,Private equity,Finance & Investments,United States,,True,U,M,10/12/1957 0:00,Tamer,Tony,,13/03/2023,New York,Northeast,1958.0,10.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
523,5100,Healthcare,Tse Ping & family,71.0,Hong Kong,Hong Kong,Pharmaceuticals,Healthcare,China,,True,D,M,1/3/1952 0:00,Tse,Ping,,09/01/2023,,,1952.0,1.0,3.0,,,,,,,,,,,
523,5100,Technology,Romesh T. Wadhwani,75.0,United States,Palo Alto,Software,Technology,United States,Symphony Technology Group,True,U,M,8/25/1947 0:00,Wadhwani,Romesh T.,Founder and Chairman,08/06/2023,California,West,1948.0,8.0,25.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
523,5100,Healthcare,Hansjoerg Wyss,88.0,United States,Wilson,Medical devices,Healthcare,Switzerland,,True,U,M,1/1/1935 0:00,Wyss,Hansjoerg,,12/07/2023,Wyoming,South,1935.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
523,5100,Sports,Denise York & family,72.0,United States,Youngstown,San Francisco 49ers,Sports,United States,San Francisco 49ers,False,U,F,10/21/1950 0:00,York,Denise,Co-Chairman,10/08/2023,Ohio,Midwest,1951.0,10.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
534,5000,Finance & Investments,Ron Baron,79.0,United States,New York,Money management,Finance & Investments,United States,,True,U,M,5/23/1943 0:00,Baron,Ron,,14/08/2023,New York,Northeast,1944.0,5.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
534,5000,Energy,Robert Bass,75.0,United States,Fort Worth,"Oil, investments",Energy,United States,,False,D,M,3/19/1948 0:00,Bass,Robert,,22/01/2023,Texas,South,1948.0,3.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
534,5000,Healthcare,Dona Bertarelli,55.0,Switzerland,Gstaad,Biotech and investments,Healthcare,Switzerland,,False,U,F,1/1/1968 0:00,Bertarelli,Dona,,30/03/2023,,,1968.0,1.0,1.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
534,5000,Finance & Investments,Alexander Gerko,43.0,United Kingdom,London,Trading,Finance & Investments,United Kingdom,,True,N,M,12/3/1979 0:00,Gerko,Alexander,,18/03/2023,,,1980.0,12.0,3.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
534,5000,Technology,Martin Haefner,69.0,Switzerland,Zurich,"Software, investments",Technology,Switzerland,,False,U,M,1/1/1954 0:00,Haefner,Martin,,09/01/2023,,,1954.0,1.0,1.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
534,5000,Telecom,"Robert Hale, Jr.",56.0,United States,Boston,Telecom,Telecom,United States,,True,U,M,7/8/1966 0:00,Hale,Robert,,19/05/2023,Massachusetts,Northeast,1967.0,7.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
534,5000,Healthcare,Viktor Kharitonin,50.0,RF,Moscow,Pharmaceuticals,Healthcare,Russia,,True,U,M,11/20/1972 0:00,Kharitonin,Viktor,,02/09/2023,,,1973.0,11.0,20.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
534,5000,Technology,Kim Beom-su,57.0,South Korea,Seoul,Online services,Technology,South Korea,,True,D,M,3/27/1966 0:00,Kim,Beom-su,,16/01/2023,,,1966.0,3.0,27.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
534,5000,Fashion & Retail,Jane Lauder,50.0,United States,New York,Estée Lauder,Fashion & Retail,United States,,False,D,F,1/1/1973 0:00,Lauder,Jane,,03/02/2023,New York,Northeast,1973.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
534,5000,Fashion & Retail,Michel Leclercq & family,83.0,France,Lille,Sporting goods,Fashion & Retail,France,,False,U,M,5/27/1939 0:00,Leclercq,Michel,,21/09/2023,,,1940.0,5.0,27.0,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
534,5000,Media & Entertainment,George Lucas,78.0,United States,San Anselmo,Star Wars,Media & Entertainment,United States,,True,D,M,5/14/1944 0:00,Lucas,George,,26/04/2023,California,West,1945.0,5.0,14.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
534,5000,Sports,Janice McNair,86.0,United States,Houston,"Energy, sports",Sports,United States,,False,U,F,9/30/1936 0:00,McNair,Janice,,31/01/2023,Texas,South,1937.0,9.0,30.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
534,5000,Healthcare,Ugur Sahin,57.0,Germany,Mainz,Biotechnology,Healthcare,Germany,,True,D,M,9/19/1965 0:00,Sahin,Ugur,,01/02/2023,,,1966.0,9.0,19.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
534,5000,Real Estate,Alexandra Schoerghuber & family,64.0,Germany,Munich,Real estate,Real Estate,Germany,,False,U,F,7/24/1958 0:00,Schoerghuber,Alexandra,,01/01/2023,,,1959.0,7.0,24.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
